epoch,step,train_loss,val_loss
0,49,0.17179381847381592,
0,99,0.1411331295967102,
0,123,,0.12583403289318085
1,149,0.08127675950527191,
1,199,0.04170256480574608,
1,247,,0.025339113548398018
2,249,0.023348117247223854,
2,299,0.015667928382754326,
2,349,0.012277922593057156,
2,371,,0.011900583282113075
3,399,0.01069243997335434,
3,449,0.008866754360496998,
3,495,,0.00947585329413414
4,499,0.009087635204195976,
4,549,0.0077799241989851,
4,599,0.00736516946926713,
4,619,,0.0076653556898236275
5,649,0.007353254593908787,
5,699,0.007300360593944788,
5,743,,0.006628984585404396
6,749,0.005977035500109196,
