epoch,step,train_loss,val_loss
0,49,0.4873056411743164,
0,99,0.3675258457660675,
0,123,,0.3227819502353668
1,149,0.28743425011634827,
1,199,0.2266029715538025,
1,247,,0.18310609459877014
2,249,0.1835387945175171,
2,299,0.15028829872608185,
2,349,0.1246090829372406,
2,371,,0.12022914737462997
3,399,0.11230246722698212,
3,449,0.0971001535654068,
3,495,,0.08756574988365173
4,499,0.08694074302911758,
4,549,0.07818105816841125,
4,599,0.074410080909729,
4,619,,0.0743555948138237
5,649,0.06904639303684235,
