epoch,step,train_loss,val_loss
0,49,0.48730331659317017,
0,99,0.36753296852111816,
0,123,,0.3227997422218323
1,149,0.2874350845813751,
1,199,0.22662632167339325,
1,247,,0.1829954832792282
2,249,0.18353597819805145,
2,299,0.15029706060886383,
2,349,0.1246139258146286,
2,371,,0.12006890773773193
3,399,0.11229615658521652,
3,449,0.0971064493060112,
3,495,,0.0876363143324852
4,499,0.08693666011095047,
4,549,0.07818502932786942,
4,599,0.07440415024757385,
4,619,,0.07436350733041763
5,649,0.06904569268226624,
5,699,0.06688371300697327,
5,743,,0.061841659247875214
6,749,0.06135130673646927,
6,799,0.05763779580593109,
6,849,0.05747997760772705,
6,867,,0.05576920881867409
7,899,0.051485009491443634,
7,949,0.055649127811193466,
7,991,,0.0533524826169014
8,999,0.054866280406713486,
8,1049,0.05062074586749077,
8,1099,0.0548144169151783,
8,1115,,0.049719955772161484
9,1149,0.046372026205062866,
9,1199,0.0488290935754776,
