epoch,step,train_loss,val_loss
0,49,0.5791168808937073,
0,99,0.4306927025318146,
0,123,,0.38580772280693054
1,149,0.34703558683395386,
1,199,0.28737327456474304,
1,247,,0.24333567917346954
2,249,0.24080002307891846,
2,299,0.20263905823230743,
2,349,0.1700114905834198,
2,371,,0.1602318435907364
3,399,0.14774072170257568,
3,449,0.12646591663360596,
3,495,,0.11108560860157013
4,499,0.11035194993019104,
4,549,0.096576988697052,
4,599,0.08699112385511398,
4,619,,0.08182273805141449
5,649,0.07766149938106537,
5,699,0.07139433920383453,
5,743,,0.06392459571361542
6,749,0.06382478773593903,
6,799,0.05890991911292076,
6,849,0.05453171581029892,
6,867,,0.05272608622908592
7,899,0.04995068162679672,
7,949,0.04929016903042793,
7,991,,0.04648738354444504
8,999,0.04644683003425598,
8,1049,0.04239345341920853,
8,1099,0.04319608584046364,
8,1115,,0.03992612287402153
9,1149,0.037287093698978424,
9,1199,0.037350937724113464,
9,1239,,0.036601364612579346
10,1249,0.03346133232116699,
10,1299,0.03381165489554405,
10,1349,0.032332487404346466,
10,1363,,0.03218831121921539
11,1399,0.03002435900270939,
11,1449,0.031327735632658005,
11,1487,,0.029839662835001945
12,1499,0.028455650433897972,
12,1549,0.029630858451128006,
12,1599,0.0268796905875206,
