epoch,step,train_loss,val_loss
0,49,0.017676200717687607,
0,99,0.011806409806013107,
0,123,,0.009582453407347202
1,149,0.007215623278170824,
1,199,0.0059003378264606,
1,247,,0.005092641804367304
2,249,0.004798214882612228,
2,299,0.003979564644396305,
2,349,0.003594339359551668,
2,371,,0.0037394962273538113
3,399,0.0035883765667676926,
3,449,0.003188697388395667,
3,495,,0.0031218375079333782
4,499,0.003019053256139159,
4,549,0.0027440080884844065,
4,599,0.0027537608984857798,
4,619,,0.002785053802654147
5,649,0.0025754254311323166,
5,699,0.0026362754870206118,
5,743,,0.0025825791526585817
6,749,0.0022998787462711334,
6,799,0.002371998270973563,
6,849,0.00237323553301394,
6,867,,0.0024295260664075613
7,899,0.00231675012037158,
7,949,0.00241694669239223,
7,991,,0.0023120823316276073
8,999,0.0022520399652421474,
8,1049,0.002090506022796035,
8,1099,0.00227173394523561,
8,1115,,0.0022172469180077314
9,1149,0.0019051264971494675,
9,1199,0.0020776130259037018,
9,1239,,0.002138018375262618
10,1249,0.0018132205586880445,
10,1299,0.001932668499648571,
10,1349,0.0019401414319872856,
10,1363,,0.002057653618976474
11,1399,0.0016925673699006438,
11,1449,0.0019124922109767795,
11,1487,,0.0019942421931773424
12,1499,0.0016814600676298141,
12,1549,0.0017948467284440994,
12,1599,0.0016184768173843622,
12,1611,,0.0019563937094062567
13,1649,0.0018427486065775156,
13,1699,0.0016145812114700675,
13,1735,,0.001895121531561017
14,1749,0.0017790651181712747,
14,1799,0.0013852498959749937,
14,1849,0.0016754763200879097,
14,1859,,0.0018589480314403772
15,1899,0.0016223471611738205,
15,1949,0.0015508924843743443,
15,1983,,0.0018195228185504675
16,1999,0.0015222916845232248,
16,2049,0.0015738877700641751,
16,2099,0.0015584439970552921,
16,2107,,0.0017889960436150432
17,2149,0.0014834724133834243,
17,2199,0.0014059734530746937,
17,2231,,0.0017552273347973824
